Census Tract ,CES 2.0 Score,CES 2.0 PR,Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6037920028,11.87,16-20%,5684,Los Angeles,27.9,52.4,3.6,0.2,12.4,3.6
6037920029,14.80,21-25%,3574,Los Angeles,34.5,54,2.7,0.3,4.7,3.8
6037920030,19.03,36-40%,5818,Los Angeles,31.2,49.1,5,0.1,10.6,4
6037920031,27.69,56-60%,5301,Los Angeles,21.4,63.5,3.1,0.1,10,2
6037920032,5.80,1-5% (lowest scores),2897,Los Angeles,21.9,57.6,4.6,0.1,12.7,3.2
6037920033,13.02,16-20%,515,Los Angeles,24.5,64.9,3.7,0.8,2.9,3.3
6037920034,15.00,26-30%,3628,Los Angeles,29.6,52.4,4.9,0.3,9.4,3.4
6037920035,17.43,31-35%,7720,Los Angeles,49.6,36.7,3.1,0.2,7.8,2.6
6037920036,20.23,41-45%,3419,Los Angeles,55.7,35,1.8,0.6,4.7,2.1
6037920037,24.77,51-55%,7131,Los Angeles,58.4,22,10.4,0.4,6,2.8
6037920038,24.87,51-55%,4430,Los Angeles,49.6,35.1,7,0.1,5.8,2.4
6037920039,13.49,21-25%,1896,Los Angeles,22.5,64.2,1.8,0.3,7.5,3.7
6037920040,13.40,21-25%,3352,Los Angeles,26.1,50.5,6.1,0.4,13.3,3.6
6037920041,15.15,26-30%,2871,Los Angeles,38.3,35.8,11.6,0.3,9.7,4.2
6037920042,10.26,11-15%,6769,Los Angeles,28.7,47.7,6.3,0.4,12.8,4.1
6037920043,18.36,36-40%,5711,Los Angeles,23.4,43.3,5.2,0.2,24.8,3.2
6037920044,7.88,6-10%,2686,Los Angeles,24.2,60.9,2.3,0.1,9,3.3
6037920045,5.82,1-5% (lowest scores),4622,Los Angeles,20.1,64,2.8,0.4,9.3,3.4
6037920102,16.71,31-35%,5668,Los Angeles,30.2,53.6,3.4,0.4,9.2,3.2
6037920104,9.58,6-10%,2798,Los Angeles,20.3,68.5,2.6,0.3,5.5,2.8
6037920106,29.03,61-65%,3110,Los Angeles,54.8,36.7,3.5,0.3,2,2.9
6037920107,16.36,26-30%,3954,Los Angeles,18.1,47.8,4.3,0.1,25.3,4.5
6037920108,7.57,6-10%,3439,Los Angeles,13.6,50.6,4.4,0.1,27.5,3.7
6037920109,9.71,11-15%,4493,Los Angeles,14.8,65,3.8,0.3,12.8,3.2
6037920110,6.43,1-5% (lowest scores),5010,Los Angeles,12.1,66.7,2.6,0.1,15.3,3.2
6037920111,6.20,1-5% (lowest scores),3246,Los Angeles,19.7,65.2,2.4,0.2,8.8,3.7
6037920112,15.88,26-30%,4287,Los Angeles,18.4,68.9,2.3,0.2,7.8,2.5
6037920114,6.30,1-5% (lowest scores),6490,Los Angeles,16.8,55.5,3.9,0.3,19.6,4
6037920115,20.95,41-45%,4149,Los Angeles,15.3,63.5,2.9,0.2,15,3.1
6037920116,12.08,16-20%,5181,Los Angeles,22.3,61.6,2.7,0.4,9.6,3.5
6037920118,9.20,6-10%,6117,Los Angeles,23.1,55,3.7,0.1,14.8,3.3
6037920119,10.65,11-15%,1896,Los Angeles,21.7,54.2,4.7,0.2,15,4.3
6037920200,NA,NA,6920,Los Angeles,59.4,9.9,29.5,0,0.3,0.9
6037920303,6.04,1-5% (lowest scores),1446,Los Angeles,16.9,55.5,3.9,0.5,18.9,4.3
6037920312,31.70,66-70%,5268,Los Angeles,28.2,60.9,2.9,0.2,4.8,2.9
6037920313,22.05,46-50%,6010,Los Angeles,35.5,54.9,1.5,0.3,5.4,2.4
6037920314,8.71,6-10%,2909,Los Angeles,21.4,65.5,2.5,0.4,7.8,2.5
6037920322,23.95,51-55%,2895,Los Angeles,24.4,65,2.1,0.1,6.3,2
6037920326,13.55,21-25%,6840,Los Angeles,18.6,51.8,4,0.4,21.8,3.4
6037920328,12.54,16-20%,1990,Los Angeles,13.3,68.1,4,0.3,10.7,3.7
6037920329,9.43,6-10%,5460,Los Angeles,18,68.8,2,0.3,7.8,3
6037920330,16.73,31-35%,5349,Los Angeles,13.7,70.5,1.9,0.1,11.1,2.6
6037920331,17.48,31-35%,4075,Los Angeles,19,67.3,2,0,8.5,3
6037920332,9.53,6-10%,2337,Los Angeles,16.8,73,2.4,0.6,5.2,1.8
6037920334,14.37,21-25%,6598,Los Angeles,16.2,70.7,2.2,0.3,7.8,3
6037920336,28.47,61-65%,7027,Los Angeles,74.3,20.2,1.1,0.2,2.9,1.2
6037920337,27.23,56-60%,7257,Los Angeles,72,15.5,4,0.2,6.6,1.7
6037920338,4.99,1-5% (lowest scores),5721,Los Angeles,14,59.4,2.5,0.3,20.7,3.1
6037920339,13.88,21-25%,7377,Los Angeles,13.5,52.3,3.1,0.2,26.6,4.2
6037930101,9.69,11-15%,119,Los Angeles,20.2,67.2,2.5,0,10.1,0
6037930200,31.74,66-70%,546,Los Angeles,36.8,55.5,1.8,0.9,3.5,1.5
6037930301,18.08,36-40%,886,Los Angeles,19.2,61.5,11.3,1.4,4.7,1.9
6037930401,14.12,21-25%,2471,Los Angeles,10.9,74.8,3.5,0.3,6.9,3.6
6037980001,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980002,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980003,NA,NA,2,Los Angeles,0,100,0,0,0,0
6037980004,NA,NA,169,Los Angeles,39.1,46.7,8.9,0.6,1.2,3.6
6037980005,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980006,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980007,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980008,51.70,91-95%,145,Los Angeles,78.6,19.3,2.1,0,0,0
6037980009,NA,NA,14,Los Angeles,35.7,57.1,0,0,0,7.1
6037980010,57.36,96-100% (highest scores),164,Los Angeles,14,28.7,0.6,0,56.1,0.6
6037980013,NA,NA,59,Los Angeles,79.7,11.9,5.1,0,3.4,0
6037980014,54.79,96-100% (highest scores),239,Los Angeles,13.4,76.6,5,0,3.3,1.7
6037980015,42.39,81-85%,554,Los Angeles,48.9,19.7,17.3,0.5,10.4,3.1
6037980018,NA,NA,1,Los Angeles,0,100,0,0,0,0
6037980019,15.07,26-30%,173,Los Angeles,15.6,71.1,1.7,0,8.7,2.9
6037980020,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980021,NA,NA,33,Los Angeles,6.1,57.6,0,0,27.3,9.1
6037980022,NA,NA,4,Los Angeles,25,75,0,0,0,0
6037980023,NA,NA,8,Los Angeles,25,50,0,0,0,25
6037980024,NA,NA,186,Los Angeles,12.4,72.6,1.6,0,10.8,2.7
6037980025,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980026,NA,NA,20,Los Angeles,5,85,0,0,0,10
6037980028,NA,NA,4,Los Angeles,50,0,50,0,0,0
6037980030,NA,NA,0,Los Angeles,0,0,0,0,0,0
6037980031,38.01,76-80%,1262,Los Angeles,30.9,40.6,17.5,1.9,6,3.2
6037980033,NA,NA,61,Los Angeles,13.1,57.4,4.9,0,19.6,4.9
6039000102,26.26,56-60%,4163,Madera ,10.2,75.9,0.5,8.7,0.9,3.9
6039000103,16.46,31-35%,5033,Madera ,7.7,85.8,0.3,1.7,1.1,3.3
6039000104,19.80,41-45%,4773,Madera ,13.5,79.7,0.5,2.1,1.5,2.7
6039000106,11.04,11-15%,5021,Madera ,10.4,82.2,0.7,2,1.1,3.6
6039000108,19.86,41-45%,7068,Madera ,8.8,83.4,0.4,3.4,0.8,3.2
6039000109,22.85,46-50%,2392,Madera ,11,80.4,1.4,1.8,1,4.4
6039000201,45.07,86-90%,9049,Madera ,38.8,28.9,23.9,1.7,0.9,5.8
6039000202,45.79,86-90%,6109,Madera ,41.2,47.9,2.8,0.7,5.1,2.4
6039000300,31.56,66-70%,8213,Madera ,44.4,49.6,1.3,1,1.2,2.5
6039000400,42.71,81-85%,1288,Madera ,66.1,32,0.7,0.5,0.3,0.4
6039000502,58.56,96-100% (highest scores),10473,Madera ,78.7,14.3,3.7,0.4,1.5,1.4
6039000503,40.06,81-85%,8539,Madera ,57.1,31.7,3,0.5,5.9,1.9
6039000506,42.14,81-85%,6438,Madera ,67.9,26.5,2.2,0.6,1,1.8
6039000507,38.08,76-80%,10546,Madera ,69.1,24.4,3.3,0.5,1.4,1.1
6039000508,37.97,76-80%,6878,Madera ,59.3,35.4,2,0.8,1.5,1
6039000509,14.72,21-25%,5935,Madera ,26.3,67.6,1,0.9,2.5,1.8
6039000602,42.04,81-85%,5161,Madera ,88.6,9.4,0.8,0.5,0.3,0.5
6039000603,48.91,91-95%,5585,Madera ,89.5,5.8,3.1,0.3,0.7,0.6
6039000604,35.71,71-75%,5467,Madera ,89.5,6.3,2.6,0.5,0.3,0.7
6039000700,31.96,66-70%,10776,Madera ,50,42.1,2.1,0.7,3.2,1.9
6039000800,50.68,91-95%,7027,Madera ,81.2,14.1,2.2,0.7,0.8,1.1
6039000900,54.97,96-100% (highest scores),9612,Madera ,91.3,3.5,3,0.6,1.1,0.5
6039001000,48.73,91-95%,5319,Madera ,53.8,41,1,0.5,2.6,1.2
6041101100,16.10,26-30%,2569,Marin ,6.9,84.9,0.7,0.2,4.7,2.7
6041101200,10.50,11-15%,2682,Marin ,18.2,72,0.7,0.3,6.1,2.7
6041102100,6.95,1-5% (lowest scores),2295,Marin ,8.9,81.1,1.1,0.3,5.4,3.2
6041102202,5.37,1-5% (lowest scores),5885,Marin ,19,68.5,2.1,0.3,7.1,3.1
6041102203,10.93,11-15%,4753,Marin ,33.2,54.4,2.6,0.1,6.9,2.8
6041103100,3.66,1-5% (lowest scores),7168,Marin ,8.3,83.4,1,0.2,4.4,2.6
6041103200,7.18,1-5% (lowest scores),6504,Marin ,21,66.1,3.1,0.2,6,3.7
6041104101,12.93,16-20%,7819,Marin ,19,68.5,1.7,0.1,6.8,3.9
6041104102,14.46,21-25%,5135,Marin ,34.3,48.7,4.5,0.3,8.8,3.4
6041104200,15.54,26-30%,5722,Marin ,22.4,67.4,1.9,0.1,4.5,3.6
6041104300,12.83,16-20%,1530,Marin ,5.9,87.2,0.7,0.2,3.8,2.3
6041105000,21.97,46-50%,6590,Marin ,23.4,58.7,4.6,0.3,8.5,4.4
6041106001,20.18,41-45%,4048,Marin ,14.9,68,3.5,0.3,9.5,3.8
6041106002,19.67,36-40%,5625,Marin ,20.3,66.5,2.6,0.3,7.2,3
6041107000,6.46,1-5% (lowest scores),6142,Marin ,7.2,81.1,1.1,0.1,7,3.5
6041108100,7.72,6-10%,6406,Marin ,6.8,82.1,1,0.4,6,3.8
6041108200,9.65,11-15%,6836,Marin ,19.4,65.9,2.2,0.1,9.5,2.9
6041109001,10.89,11-15%,3853,Marin ,31.1,58.7,2,0.2,4.6,3.5
6041109002,7.37,1-5% (lowest scores),3956,Marin ,6.6,85.4,1,0.2,4.2,2.5
6041110100,13.20,16-20%,5849,Marin ,16.5,71.8,2.1,0.1,6.3,3.3
6041110200,5.60,1-5% (lowest scores),5327,Marin ,4.1,88,0.2,0.1,4.4,3.1
6041111000,7.31,1-5% (lowest scores),5852,Marin ,23.8,63.3,3,0.3,5.9,3.8
6041112100,20.42,41-45%,4315,Marin ,26.1,64,1.5,0.2,4.7,3.5
6041112201,21.82,46-50%,7809,Marin ,90.4,5.4,1.2,0.1,2.1,0.7
6041112202,27.22,56-60%,4217,Marin ,61.4,23.1,1.4,0.1,11.9,2.1
6041113000,3.64,1-5% (lowest scores),3656,Marin ,6.5,87.8,0.8,0.2,1.2,3.4
6041114100,2.58,1-5% (lowest scores),5133,Marin ,5.9,86.6,1.2,0.3,2.5,3.5
6041114200,2.99,1-5% (lowest scores),3087,Marin ,7.5,84.5,1.4,0.2,3.2,3.2
6041115000,4.92,1-5% (lowest scores),7249,Marin ,4.9,88,0.8,0.2,3.6,2.5
6041116000,3.82,1-5% (lowest scores),3070,Marin ,5.4,87.8,0.7,0.3,2.2,3.6
6041117000,6.70,1-5% (lowest scores),4527,Marin ,6.1,83.9,0.7,0.2,5.5,3.5
6041118100,5.39,1-5% (lowest scores),2407,Marin ,3.9,91.2,0.2,0,1.8,2.8
6041119100,4.65,1-5% (lowest scores),4609,Marin ,5.1,88.4,0.4,0.1,3.2,2.8
6041119201,14.03,21-25%,3288,Marin ,11.1,75.9,2.6,0.3,6.1,4.1
6041119202,12.65,16-20%,3361,Marin ,3.5,86.8,0.6,0,5.5,3.6
6041120000,8.69,6-10%,6027,Marin ,5.6,86.7,0.6,0.1,3.8,3.2
6041121100,11.22,11-15%,5175,Marin ,9.3,80.7,0.7,0,5.1,4.2
6041121200,14.55,21-25%,5601,Marin ,9.2,75.8,2.1,0.2,8,4.7
6041122000,NA,NA,4854,Marin ,19.7,32.4,40.5,2,1.3,4.1
6041123000,7.69,6-10%,2074,Marin ,3.5,90.9,0.1,0,3.1,2.4
6041124100,4.40,1-5% (lowest scores),5441,Marin ,5.3,83.4,0.9,0.1,6.3,4
6041124200,9.28,6-10%,5626,Marin ,4.4,85.4,1,0.2,5.6,3.4
6041125000,9.83,11-15%,4262,Marin ,6.2,75.1,2,0.2,12.4,4
6041126100,5.42,1-5% (lowest scores),5808,Marin ,4,88.7,0.4,0,3.3,3.6
6041126200,9.59,6-10%,4249,Marin ,5.7,79.1,1.4,0.2,10.1,3.5
6041127000,5.16,1-5% (lowest scores),4579,Marin ,4.4,87.9,0.7,0.1,3.6,3.3
6041128100,6.92,1-5% (lowest scores),6505,Marin ,5.3,83.5,1,0.1,6,4.1
6041128200,6.38,1-5% (lowest scores),4582,Marin ,4.6,85.9,0.8,0.1,5.4,3.2
6041129000,19.30,36-40%,2359,Marin ,14.7,25,41.9,0.3,12.2,6
6041130201,7.92,6-10%,3191,Marin ,4.2,87.7,0.8,0.3,4.9,2.2
6041130202,10.22,11-15%,4453,Marin ,3.8,87.8,1,0.1,4.5,2.7
6041131100,7.98,6-10%,1038,Marin ,6.6,84.9,1,0,3.9,3.7
6041132100,7.21,1-5% (lowest scores),2311,Marin ,12.7,81.2,0.6,0.2,1.6,3.8
6041132200,12.12,16-20%,1774,Marin ,14.8,80.9,0.6,0.3,1.6,1.8
6041133000,15.38,26-30%,3226,Marin ,17.7,78.5,0.4,0.3,1.4,1.7
6043000101,22.67,46-50%,3929,Mariposa ,10.8,81.3,0.9,3,1.3,2.7
6043000102,21.87,46-50%,2719,Mariposa ,9.1,83.3,0.7,2.7,1.4,2.8
6043000200,19.93,41-45%,3352,Mariposa ,9.2,85.1,0.6,1.3,1,2.7
6043000301,10.53,11-15%,3743,Mariposa ,5.8,85.9,0.5,3,1.1,3.7
6043000302,11.29,11-15%,2706,Mariposa ,11.3,81.7,0.2,2.7,0.7,3.5
6043000400,11.34,11-15%,1802,Mariposa ,9.5,80.6,1.7,2.1,2.7,3.4
6045010100,10.47,11-15%,2587,Mendocino ,11.8,42.6,1.2,37.5,0.5,6.4
6045010200,16.99,31-35%,4155,Mendocino ,8.8,77.8,0.6,7,0.8,4.9
6045010300,16.21,26-30%,4272,Mendocino ,12.4,81.5,1.4,1.5,1,2.4
6045010400,20.90,41-45%,3467,Mendocino ,25,69.1,0.3,1.2,1.3,3
6045010500,19.69,36-40%,4439,Mendocino ,34.2,59.1,0.5,1.6,1.8,2.7
6045010600,10.78,11-15%,6917,Mendocino ,10.6,83.1,0.3,2,0.8,3.2
6045010700,16.84,31-35%,6203,Mendocino ,20.2,70.6,0.6,4.3,1.3,3
6045010801,10.47,11-15%,5915,Mendocino ,17.6,73.9,0.4,4.7,1,2.5
6045010802,13.27,21-25%,1785,Mendocino ,21.6,74.5,0.2,1.3,0.4,1.9
6045010900,18.15,36-40%,4332,Mendocino ,31.1,62.7,0.6,2,1.5,2.1
6045011001,12.12,16-20%,1952,Mendocino ,4.6,89.9,0.1,0.9,1.2,3.5
6045011002,11.86,16-20%,5364,Mendocino ,5.9,88.5,0.4,0.9,1.2,3
6045011102,17.91,31-35%,3915,Mendocino ,20.1,72.6,0.3,3.7,0.7,2.7
6045011200,13.78,21-25%,3293,Mendocino ,38.1,58.4,0.5,0.8,0.7,1.7
6045011300,24.26,51-55%,5972,Mendocino ,34.4,56.5,0.7,4.1,1.8,2.6
6045011400,10.16,11-15%,4469,Mendocino ,13.8,78.3,0.8,1.7,2.6,2.8
6045011500,21.18,41-45%,6739,Mendocino ,31.1,59.9,0.8,3.2,2,2.9
6045011600,28.06,56-60%,5802,Mendocino ,40.2,49.6,1.2,2.8,2.9,3.4
6045011700,19.75,36-40%,4181,Mendocino ,25.6,60.1,0.6,3.9,7.9,1.8
6045011800,12.92,16-20%,2082,Mendocino ,26.1,62.2,0.3,7.9,1.1,2.4
6047000201,48.56,91-95%,3626,Merced ,56.9,36,0.2,0.6,4.1,2
6047000202,47.38,86-90%,1841,Merced ,63.7,31.7,0.2,0.4,3,1.1
6047000203,38.25,76-80%,9272,Merced ,72.4,20.6,0.9,0.3,4.4,1.4
6047000301,41.99,81-85%,4790,Merced ,71.3,9.6,0.5,0.2,16.8,1.6
6047000303,44.77,86-90%,2158,Merced ,48.4,45.1,0.4,1.2,3.7,1.1
6047000304,40.98,81-85%,9116,Merced ,72.9,8.8,0.4,0.3,16.3,1.2
6047000401,28.07,56-60%,1834,Merced ,39,57,1.2,0.3,0.7,1.8
6047000402,30.46,61-65%,8071,Merced ,21.3,74.7,0.3,0.3,1.3,2
6047000503,44.58,86-90%,3292,Merced ,40,35.7,14.9,2.1,5.4,2
6047000504,37.07,76-80%,6129,Merced ,73.4,19.1,1.2,0.2,4.7,1.4
6047000505,54.38,96-100% (highest scores),6156,Merced ,61.6,27.3,1.3,0.3,7.8,1.6
6047000601,52.43,91-95%,5438,Merced ,56.1,36,2.7,0.4,2.6,2.2
6047000602,36.08,71-75%,3550,Merced ,48,41.4,3.4,0.4,4,2.9
6047000603,43.92,86-90%,6143,Merced ,56.5,33.8,4.3,0.6,3.1,1.8
6047000701,49.06,91-95%,3191,Merced ,63.4,29.6,3,0.5,2.3,1.1
6047000702,34.84,71-75%,4903,Merced ,30.5,58.7,1.7,0.5,6.3,2.3
6047000801,42.20,81-85%,4444,Merced ,48.6,36.9,5.5,0.2,6,2.8
6047000802,39.15,76-80%,4296,Merced ,42.9,41.9,3.8,0.7,7.5,3.2
6047000901,39.58,76-80%,3970,Merced ,53.2,39.9,3,0.2,2.1,1.8
6047000902,49.18,91-95%,8419,Merced ,48.5,30.7,3.2,0.4,14.7,2.6
6047001002,28.54,61-65%,13467,Merced ,35.1,36.3,5.2,0.4,19.6,3.3
6047001003,47.96,91-95%,4061,Merced ,49.1,22.6,11.9,0.2,12.8,3.3
6047001004,41.00,81-85%,3968,Merced ,35.5,42.4,10.9,0.5,7.7,2.9
6047001005,63.31,96-100% (highest scores),2406,Merced ,51.9,30.5,8,0.7,6.2,2.8
6047001101,24.91,51-55%,5880,Merced ,34.5,48.9,4.3,0.7,8.3,3.2
6047001200,44.05,86-90%,5023,Merced ,32.8,51.8,3.9,0.8,7.4,3.3
6047001301,53.82,96-100% (highest scores),3213,Merced ,49.6,38.4,5.9,0.7,3.2,2.3
6047001302,58.25,96-100% (highest scores),3264,Merced ,49.7,34.5,5.7,0.9,6.5,2.6
6047001401,55.23,96-100% (highest scores),3953,Merced ,49.7,35.7,4.7,1.1,5.7,3.1
6047001402,38.64,76-80%,4277,Merced ,44.5,43.9,3.4,0.9,5.6,1.6
6047001501,42.70,81-85%,2693,Merced ,58.3,18.8,3.2,0.5,16.9,2.4
6047001502,50.58,91-95%,2822,Merced ,82.8,5.1,4.7,0.1,6.1,1.2
6047001503,41.99,81-85%,4438,Merced ,75.8,5.9,5.2,0.2,11.9,1
6047001601,49.96,91-95%,4498,Merced ,79,6,6.4,0.3,7.3,0.9
6047001602,49.23,91-95%,7243,Merced ,63.3,7.6,6.2,0.2,21.4,1.3
6047001700,43.15,81-85%,6335,Merced ,52.7,30.3,4.5,0.5,9.4,2.4
6047001801,12.61,16-20%,4288,Merced ,29.6,48.2,3.2,0.6,15.5,3
6047001901,44.47,86-90%,5739,Merced ,88.7,9.3,0.4,0.1,1.3,0.3
6047001902,36.56,71-75%,2572,Merced ,68.6,28.7,0.5,0.2,1.2,0.8
6047002000,41.68,81-85%,7835,Merced ,51.2,45.1,0.7,0.2,1.2,1.5
6047002100,50.22,91-95%,3862,Merced ,60,35.6,1.2,0.2,1.9,1
6047002201,47.03,86-90%,6097,Merced ,73.3,21.3,2.4,0.4,1.1,1.4
6047002202,42.82,81-85%,9923,Merced ,69.3,23.8,2.9,0.4,2,1.5
6047002301,31.91,66-70%,6680,Merced ,45.7,43.6,3.2,0.4,4.8,2.4
6047002302,41.33,81-85%,13709,Merced ,66.5,23.3,3.7,0.4,3.9,2.1
6047002401,32.67,66-70%,1756,Merced ,49.3,46.6,1,0.3,0.9,1.9
6047002402,34.90,71-75%,7505,Merced ,65.3,27.4,4.6,0.4,1,1.3
6047002500,35.07,71-75%,2328,Merced ,33,58.1,0.6,0.9,6.1,1.4
6047002600,31.07,66-70%,5319,Merced ,38.3,42.8,3.3,0.4,12.3,3
6049000100,14.81,21-25%,3518,Modoc ,12,81.2,0.5,2.2,1.6,2.5
6049000200,21.06,41-45%,1910,Modoc ,22.1,73.1,0.2,2,0.5,2.2
6049000300,19.09,36-40%,2993,Modoc ,11.7,79.9,1.7,3.3,0.8,2.7
6049000400,6.99,1-5% (lowest scores),1265,Modoc ,11.7,79.6,0.2,6.2,0.2,2.1
6051000101,13.24,21-25%,3463,Mono ,13,80.5,0.1,2.3,1.4,2.7
6051000102,14.55,21-25%,2502,Mono ,21.4,70.2,0.4,5.1,0.7,2.1
6051000200,8.18,6-10%,8237,Mono ,33.7,62.4,0.4,0.4,1.7,1.6
6053000101,22.13,46-50%,2079,Monterey ,63.2,28,1,0.2,4.5,3.1
6053000102,22.30,46-50%,9054,Monterey ,65.8,12,2,0.2,18.3,1.8
6053000103,26.48,56-60%,3894,Monterey ,62,16.6,2.8,0.1,15.3,3.2
6053000104,23.16,46-50%,3478,Monterey ,64.4,23.3,1.4,0.6,7.8,2.5
6053000200,16.18,26-30%,6884,Monterey ,78.6,13.2,1.3,0.3,5.2,1.4
6053000300,25.70,51-55%,4177,Monterey ,66.1,21.3,1.9,0.2,7.6,2.9
6053000400,33.78,71-75%,7161,Monterey ,73.8,17.5,2.2,0.4,4.7,1.4
6053000501,31.08,66-70%,4842,Monterey ,97.2,1.6,0.2,0.2,0.3,0.5
6053000502,44.53,86-90%,4161,Monterey ,86.6,8.8,0.2,0.2,3.3,0.9
6053000600,25.56,51-55%,7143,Monterey ,96.4,2.4,0.3,0.1,0.3,0.5
6053000701,20.69,41-45%,6439,Monterey ,95.3,2.5,0.6,0.3,0.7,0.7
6053000702,19.88,41-45%,6371,Monterey ,97.7,1.6,0.2,0.1,0.2,0.2
6053000800,30.31,61-65%,5628,Monterey ,95,3.8,0.2,0,0.8,0.4
6053000900,42.61,81-85%,5746,Monterey ,93.1,3.9,0.5,0.1,1.6,0.8
6053001200,31.38,66-70%,3178,Monterey ,40.2,51.7,1.2,0.3,4.3,2.4
6053001300,36.27,71-75%,2548,Monterey ,79.6,12.2,2.3,0.7,3.7,1.5
6053001400,18.33,36-40%,2680,Monterey ,47.9,41.5,1.6,0.5,4.1,4.2
6053001500,21.82,46-50%,5741,Monterey ,37.7,50.7,1.4,0.4,7.2,2.6
6053001600,25.05,51-55%,2642,Monterey ,37.3,49.9,1.7,0.2,8.1,2.7
6053001700,31.91,66-70%,3780,Monterey ,64.3,24.8,3,0.2,4.9,2.9
6053001801,29.34,61-65%,3957,Monterey ,60.9,20.2,2.4,0.3,12.9,3.3
6053001802,30.86,61-65%,5078,Monterey ,68.4,17.9,3,0.3,8,2.4
6053010101,47.99,91-95%,4518,Monterey ,87.9,8.9,0.3,0.3,1.8,0.8
6053010102,18.95,36-40%,3279,Monterey ,44.5,49.6,0.3,0.3,3.1,2.2
6053010202,22.63,46-50%,4386,Monterey ,53.1,41.4,0.3,0.5,2.5,2.2
6053010305,19.05,36-40%,4371,Monterey ,35,57.4,0.9,0.5,2.9,3.3
6053010306,35.71,71-75%,1250,Monterey ,45.3,47.5,0.7,1.1,2.6,2.8
6053010400,29.01,61-65%,6481,Monterey ,90.1,5.8,0.7,0.1,2.2,1
6053010501,27.30,56-60%,6339,Monterey ,38.4,52.9,1,0.7,4.4,2.6
6053010504,38.25,76-80%,4732,Monterey ,71.4,16.4,2.4,0.3,7.2,2.3
6053010505,31.80,66-70%,4892,Monterey ,69,21.9,1.9,0.6,4.6,2
6053010506,39.06,76-80%,4752,Monterey ,79.8,13.2,2,0.2,3.6,1.2
6053010603,18.55,36-40%,7304,Monterey ,61.6,18.5,2.7,0.4,13.6,3.2
6053010604,17.54,31-35%,5512,Monterey ,79.5,7.5,1.8,0.5,9.3,1.3
6053010605,18.10,36-40%,4219,Monterey ,90.2,2.8,1,0.3,4.4,1.2
6053010606,36.74,76-80%,6299,Monterey ,74.8,16.2,0.7,0.2,7.3,0.9
6053010607,17.70,31-35%,4430,Monterey ,96.4,1.5,0.5,0.2,1.1,0.3
6053010608,25.91,51-55%,3646,Monterey ,83.9,9,3.3,0.1,3.1,0.6
6053010701,8.37,6-10%,6769,Monterey ,12.5,74.4,1.2,0.3,7.8,3.7
6053010702,10.45,11-15%,3911,Monterey ,9.7,83.3,0.3,0.3,4,2.5
6053010804,31.27,66-70%,5029,Monterey ,88.9,9,0.2,0.1,1.4,0.5
6053010900,13.29,21-25%,10109,Monterey ,43.9,23.2,26.8,1,4.4,0.6
6053011000,9.58,6-10%,5933,Monterey ,8.5,86.7,0.4,0.2,1.7,2.5
6053011101,25.86,51-55%,5188,Monterey ,86.7,10.4,0.4,0.2,0.8,1.4
6053011102,22.99,46-50%,11454,Monterey ,86.5,8.4,1.2,0.2,2.6,1.2
6053011202,24.93,51-55%,6868,Monterey ,88.1,7.5,1.2,0.4,1.6,1.1
6053011203,25.45,51-55%,7173,Monterey ,93.4,4.6,0.5,0.3,0.6,0.6
6053011204,31.46,66-70%,3190,Monterey ,89.3,8.7,0.6,0.1,0.3,1
6053011302,27.97,56-60%,5813,Monterey ,87.4,10.5,0.3,0.4,0.7,0.9
6053011303,19.25,36-40%,3775,Monterey ,55.2,41.7,0.8,0.2,0.6,1.5
6053011304,21.15,41-45%,6688,Monterey ,87.9,7.8,0.4,0.4,2.7,0.7
6053011400,24.44,51-55%,3778,Monterey ,29.5,62.2,1.9,1.3,2.3,2.8
6053011502,5.19,1-5% (lowest scores),1710,Monterey ,22.5,73.9,0.2,0.4,1.4,1.7
6053011602,6.46,1-5% (lowest scores),5266,Monterey ,4.9,87.6,0.6,0.2,4.7,2
6053011604,5.30,1-5% (lowest scores),1913,Monterey ,5,88.9,0.7,0.1,3.1,2.3
6053011700,6.68,1-5% (lowest scores),3810,Monterey ,5.8,87.5,0.3,0.1,4.2,2
6053011801,4.81,1-5% (lowest scores),1885,Monterey ,6.2,88.4,0.4,0.2,2.7,2.1
6053011802,4.54,1-5% (lowest scores),1830,Monterey ,3.1,91.6,0.1,0.2,3.3,1.7
6053011900,8.90,6-10%,4449,Monterey ,3.7,84.4,0.9,0.2,8.6,2.2
6053012000,9.08,6-10%,3563,Monterey ,18,67.9,1.5,0.5,8.4,3.8
6053012100,5.32,1-5% (lowest scores),2263,Monterey ,7.7,80.8,1.1,0.1,6.8,3.4
6053012200,5.15,1-5% (lowest scores),2683,Monterey ,9.4,81.1,1.4,0.1,4.1,3.8
6053012302,4.86,1-5% (lowest scores),1872,Monterey ,9.1,81.5,1.7,0.6,4.6,2.7
6053012401,4.30,1-5% (lowest scores),1682,Monterey ,7.7,82.7,1,0.3,5.2,3.1
